Date,Open,High,Low,Close,Adj Close,Volume
7/23/2017,555.885986,578.971008,411.776001,413.059998,413.059998,85013
7/24/2017,412.579987,578.892029,409.210999,440.700989,440.700989,190952
7/25/2017,441.345001,541.65802,338.091003,406.897003,406.897003,524908
7/26/2017,407.082001,486.158997,321.791992,365.81601,365.81601,1784640
7/27/2017,417.097992,460.968994,367.777008,385.479004,385.479004,533207
7/28/2017,386.647003,465.181,217.059998,406.04599,406.04599,1230160
7/29/2017,410.565002,423.730988,323.730011,384.77301,384.77301,737815
7/30/2017,385.140015,385.140015,316.252014,345.661011,345.661011,606695
7/31/2017,346.364014,347.825012,266.187988,294.460999,294.460999,1075960
8/1/2017,294.60199,426.109985,210.384995,380.01001,380.01001,65988800
8/2/2017,382.377014,756.932007,309.334015,452.657013,452.657013,416207008
8/3/2017,448.485992,519.276978,364.048004,364.048004,364.048004,161518000
8/4/2017,362.183014,386.932007,233.046005,233.046005,233.046005,185038000
8/5/2017,231.108994,273.036011,200.977997,213.147003,213.147003,144043008
8/6/2017,212.175995,223.703995,203.445007,220.656006,220.656006,107606000
8/7/2017,223.755997,373.872009,223.755997,319.688995,319.688995,346545984
8/8/2017,321.350006,386.294006,309.610992,345.488007,345.488007,274880000
8/9/2017,345.279999,349.316986,298.608002,303.890991,303.890991,165032000
8/10/2017,305.210999,311.683014,274.678986,275.953003,275.953003,136636992
8/11/2017,275.881012,351.157013,275.023987,328.242004,328.242004,233971008
8/12/2017,327.819,341.847992,313.70401,317.091003,317.091003,126007000
8/13/2017,316.286011,317.472992,298.053009,298.053009,298.053009,120722000
8/14/2017,296.097992,327.390015,293.497009,297.678009,297.678009,174968000
8/15/2017,298.184998,306.520996,292.877014,297.864014,297.864014,133924000
8/16/2017,297.970001,307.615997,290.207001,300.209991,300.209991,106436000
8/17/2017,301.020996,460.529999,293.096008,460.529999,460.529999,744604992
8/18/2017,458.670013,764.073975,458.670013,690.23999,690.23999,3087490048
8/19/2017,697.044006,1091.969971,625.161011,754.557983,754.557983,3196229888
8/20/2017,772.41803,858.960999,683.940979,712.872986,712.872986,1494019968
8/21/2017,723.700989,756.590027,573.473022,599.63501,599.63501,1123399936
8/22/2017,596.19397,734.880005,570.27002,690.882996,690.882996,1393260032
8/23/2017,690.960022,715.671997,651.317017,669.400024,669.400024,501983008
8/24/2017,670.028015,697.322021,617.310974,628.109009,628.109009,407176992
8/25/2017,627.062988,665.414978,624.299011,641.054993,641.054993,348632000
8/26/2017,641.882019,646.932007,622.361023,625.320984,625.320984,193414000
8/27/2017,625.892029,654.872009,589.63501,620.895996,620.895996,402718016
8/28/2017,619.697998,626.877991,595.521973,596.177002,596.177002,216272992
8/29/2017,596.130005,599.302979,528.315002,552.927002,552.927002,370016992
8/30/2017,549.315979,604.687012,535.916016,575.20697,575.20697,443856000
8/31/2017,576.250977,603.690979,572.138977,588.172974,588.172974,298144000
9/1/2017,588.39801,645.523987,586.731018,622.16803,622.16803,393839008
9/2/2017,621.963013,642.049011,560.583984,575.901978,575.901978,350478016
9/3/2017,578.265991,617.40802,563.59198,607.432983,607.432983,344862016
9/4/2017,608.260986,608.260986,500.755005,517.242981,517.242981,328956992
9/5/2017,514.903992,550.945984,458.778992,541.713013,541.713013,338977984
9/6/2017,541.281982,642.690002,539.963989,638.177979,638.177979,693240000
9/7/2017,636.846008,707.981018,603.500977,652.85498,652.85498,1082380032
9/8/2017,654.372986,687.304016,557.505005,583.098022,583.098022,809763008
9/9/2017,584.728027,586.184998,539.150024,547.471008,547.471008,234578000
9/10/2017,546.474976,546.752014,484.091003,537.067017,537.067017,289508000
9/11/2017,537.187012,556.250977,515.669006,537.809998,537.809998,274712000
9/12/2017,539.026001,559.21698,505.013,510.406006,510.406006,273824992
9/13/2017,509.467987,519.200989,471.216003,503.605011,503.605011,340344000
9/14/2017,504.221985,510.471008,367.040985,367.040985,367.040985,257431008
9/15/2017,369.493011,448.385986,301.688995,424.020996,424.020996,707230976
9/16/2017,424.487,450.976013,388.201996,440.218994,440.218994,313583008
9/17/2017,438.89801,438.89801,384.062012,419.864014,419.864014,221828000
9/18/2017,422.088013,479.69101,422.088013,479.316986,479.316986,458550016
9/19/2017,480.638,550.409973,450.049011,527.875,527.875,802321024
9/20/2017,526.737,527.718018,471.087006,476.050995,476.050995,669264000
9/21/2017,475.829987,480.005005,413.746002,416.264008,416.264008,316731008
9/22/2017,417.916992,435.445007,402.765991,415.092987,415.092987,241904992
9/23/2017,415.306,432.959015,407.450989,428.502991,428.502991,189127008
9/24/2017,428.802002,433.042999,419.251007,421.029999,421.029999,114527000
9/25/2017,419.647003,450.127991,419.647003,445.799011,445.799011,302272000
9/26/2017,445.360992,458.25,441.829987,441.829987,441.829987,165303008
9/27/2017,441.855011,459.997009,439.408997,457.311005,457.311005,197884992
9/28/2017,456.713013,465.203003,433.503998,447.806,447.806,300420992
9/29/2017,447.661987,447.923004,426.992004,436.774994,436.774994,148724992
9/30/2017,436.644989,445.622986,432.533997,432.626007,432.626007,150564992
10/1/2017,433.380005,436.937012,415.152008,415.152008,415.152008,164290000
10/2/2017,415.868988,430.863007,411.842987,421.186005,421.186005,219590000
10/3/2017,421.786011,421.786011,395.743988,404.177002,404.177002,130247000
10/4/2017,404.199005,404.447998,354.552002,358.446991,358.446991,251584000
10/5/2017,358.421997,371.190002,348.446991,355.75,355.75,268340992
10/6/2017,355.434998,371.28299,354.960999,363.014008,363.014008,182031008
10/7/2017,363.60199,364.877014,356.065002,360.782013,360.782013,91004000
10/8/2017,360.089996,362.463989,337.001007,342.212006,342.212006,203754000
10/9/2017,342.756012,342.756012,289.036987,314.161011,314.161011,288075008
10/10/2017,313.223999,352.019012,311.703003,321.589996,321.589996,367808992
10/11/2017,320.201996,321.265015,312.130005,314.895996,314.895996,131577000
10/12/2017,315.466003,330.126007,310.713013,313.213013,313.213013,262066000
10/13/2017,314.151001,323.076996,304.382996,321.460999,321.460999,288209984
10/14/2017,321.541992,327.423004,317.351013,321.958008,321.958008,164136992
10/15/2017,322.420013,323.59201,307.677002,314.946991,314.946991,133385000
10/16/2017,315.263,318.015991,310.519012,313.643005,313.643005,117797000
10/17/2017,313.700989,394.963013,309.644989,371.730988,371.730988,1008160000
10/18/2017,373.651001,376.179993,313.769989,339.165985,339.165985,477184000
10/19/2017,339.265991,339.265991,326.265991,330.806,330.806,195578000
10/20/2017,330.903992,332.975006,323.075989,327.444,327.444,160204000
10/21/2017,326.752014,328.454987,317.463989,323.358002,323.358002,129938000
10/22/2017,323.503998,355.519012,323.503998,331.660004,331.660004,355545984
10/23/2017,330.667999,332.281006,309.871002,315.595001,315.595001,191558000
10/24/2017,315.897003,340.454987,311.477997,326.890015,326.890015,267442000
10/25/2017,326.588989,334.377991,320.376007,332.131012,332.131012,151935008
10/26/2017,332.109985,350.937988,331.208008,338.204987,338.204987,234967008
10/27/2017,338.303009,372.811005,338.240997,367.570007,367.570007,501988992
10/28/2017,369.540985,425.445007,369.058014,423.345001,423.345001,781036992
10/29/2017,420.468994,526.117004,408.403015,451.924011,451.924011,2002439936
10/30/2017,458.451996,478.423004,417.622009,448.22699,448.22699,796409024
10/31/2017,449.368988,454.071991,431.760986,439.053009,439.053009,343799008
11/1/2017,438.298004,538.263977,437.908997,531.828003,531.828003,1152230016
11/2/2017,527.677002,610.393005,514.52002,587.221985,587.221985,1632060032
11/3/2017,587.317993,684.530029,577.864014,625.323975,625.323975,1682210048
11/4/2017,635.346985,642.047974,571.117004,620.445007,620.445007,1161369984
11/5/2017,619.911011,635.719971,579.130005,630.702026,630.702026,816028032
11/6/2017,630.30603,657.335022,602.64801,602.64801,602.64801,794105024
11/7/2017,602.684021,626.210999,602.450012,616.296021,616.296021,375367008
11/8/2017,615.242981,646.380981,565.596985,622.455017,622.455017,837646016
11/9/2017,622.312012,670.135986,619.257996,654.302979,654.302979,710387008
11/10/2017,651.775024,1034.77002,651.775024,1007.419983,1007.419983,5195420160
11/11/2017,1001.640015,1403.660034,910.721985,1340.449951,1340.449951,5139769856
11/12/2017,1346.969971,2477.649902,1215.579956,1388.859985,1388.859985,8371319808
11/13/2017,1381.819946,1501.160034,1043,1353.98999,1353.98999,4850570240
11/14/2017,1346.72998,1390.209961,1211.390015,1273.530029,1273.530029,1697910016
11/15/2017,1269.790039,1326.390015,1191.97998,1212.400024,1212.400024,1321779968
11/16/2017,1202.170044,1210.359985,876.570984,900.776001,900.776001,2034690048
11/17/2017,909.15802,1217.420044,863.979004,1185.47998,1185.47998,3203429888
11/18/2017,1197.430054,1388.109985,1197.430054,1254.530029,1254.530029,3053769984
11/19/2017,1260.949951,1262.339966,1144.079956,1172.050049,1172.050049,1285910016
11/20/2017,1172.430054,1236.01001,1167.280029,1236.01001,1236.01001,800052992
11/21/2017,1220.780029,1224.150024,1140.880005,1176.969971,1176.969971,772859008
11/22/2017,1175.060059,1335.25,1171.599976,1303.310059,1303.310059,1517619968
11/23/2017,1302.22998,1683.810059,1299.949951,1683.810059,1683.810059,4112090112
11/24/2017,1651.859985,1782.829956,1575.76001,1648.51001,1648.51001,3128960000
11/25/2017,1634,1656.550049,1535.77002,1571.27002,1571.27002,1560039936
11/26/2017,1571.390015,1758.609985,1563.349976,1735.660034,1735.660034,1593049984
11/27/2017,1722.930054,1742.400024,1607.790039,1622.569946,1622.569946,1391459968
11/28/2017,1621.170044,1629.47998,1543.079956,1546.180054,1546.180054,1274880000
11/29/2017,1541.630005,1673.22998,1332.140015,1359.709961,1359.709961,2345250048
11/30/2017,1380.359985,1468.75,1222.099976,1389.780029,1389.780029,1211730048
12/1/2017,1381.810059,1482.680054,1300.459961,1462.680054,1462.680054,965150976
12/2/2017,1462.060059,1502.369995,1415.48999,1434.97998,1434.97998,574510016
12/3/2017,1435.359985,1649.300049,1420.599976,1559.930054,1559.930054,1476739968
12/4/2017,1560.160034,1580.109985,1498.97998,1576.920044,1576.920044,780633984
12/5/2017,1580.160034,1623.160034,1498,1501.849976,1501.849976,1032800000
12/6/2017,1498.48999,1530.650024,1396.160034,1430.099976,1430.099976,1154620032
12/7/2017,1430.709961,1454.72998,1323.75,1330.930054,1330.930054,1285209984
12/8/2017,1329.160034,1731.319946,1247.930054,1464.130005,1464.130005,2553979904
12/9/2017,1464.630005,1526.400024,1353.900024,1410.060059,1410.060059,1059609984
12/10/2017,1411.839966,1411.839966,1226.209961,1323.069946,1323.069946,885886016
12/11/2017,1320,1453.48999,1316.849976,1423.380005,1423.380005,922792000
12/12/2017,1427.380005,1638.290039,1427.380005,1615.030029,1615.030029,1386249984
12/13/2017,1616.98999,1702.530029,1497.939941,1607.650024,1607.650024,1245190016
12/14/2017,1600.670044,2080.409912,1593.150024,1966.140015,1966.140015,2717410048
12/15/2017,1974.660034,1974.660034,1678.060059,1815.430054,1815.430054,1457229952
12/16/2017,1824.849976,1890.060059,1769.5,1801.880005,1801.880005,971254976
12/17/2017,1812.329956,1939.930054,1806.650024,1862.880005,1862.880005,1020590016
12/18/2017,1869.209961,2353.639893,1799.119995,2196.639893,2196.639893,2538650112
12/19/2017,2199.060059,2918.929932,2160.919922,2805.889893,2805.889893,3913339904
12/20/2017,2825.030029,4355.620117,2825.030029,3923.070068,3923.070068,11889600512
12/21/2017,3909,3909,3038.01001,3267.169922,3267.169922,3664329984
12/22/2017,3324,3369.550049,1938.359985,2696.689941,2696.689941,3877769984
12/23/2017,2746.949951,3479.709961,2684.820068,3257.080078,3257.080078,2843310080
12/24/2017,3260.550049,3260.550049,2573.439941,2903.120117,2903.120117,1712160000
12/25/2017,2929.350098,3099.620117,2755.600098,2954.689941,2954.689941,1355440000
12/26/2017,2947.73999,3112.639893,2915.800049,3108.889893,3108.889893,1544429952
12/27/2017,3108.320068,3108.320068,2771.050049,2889.52002,2889.52002,1406450048
